customer_id,first_name,last_name,email,purchase_id,purchase_date,amount,currency
101,John,Doe,john@example.com,1,2023,200,USD
101,John,Doe,john@example.com,2,2023-10-03,-1,USD
102,Jane,Smith,jane@example.com,3,2023-10-02,150,EUR
,Jane,Smith,jane@example.com,4,2023-10-02,150,USD
102,Jane,Smith,jane@example.com,,2023-10-02,150,USD
1,Jane,Smith,jane@example.com,75,2023-10-02,150,USD
1,Jane,Smith,jane@example.com,75,2023-10-02,150,USD
2,Jane,Smith,jane@example.com,76,2023-10-02,150,USD
2,Jane,Smith,jane@example.com,76,2023-10-02,150,USD
3,Jane,Smith,jane@example.com,77,2023-10-02,150,USD
3,Jane,Smith,jane@example.com,77,2023-10-02,150,USD
4,Jane,Smith,jane@example.com,78,2023-10-02,150,USD
4,Jane,Smith,jane@example.com,78,2023-10-02,150,USD
5,Jane,Smith,jane@example.com,79,2023-10-02,150,USD
5,Jane,Smith,jane@example.com,79,2023-10-02,150,USD
6,Jane,Smith,jane@example.com,710,2023-10-02,150,USD
6,Jane,Smith,jane@example.com,710,2023-10-02,150,USD
102,Jane,Smith,jane,6,2023-10-02,150,USD
102,Jane,Smith,jane,6,2023-10-02,150,USD
102,Jane,Smith,jane,6,2023-10-02,150,USD
102,Jane,Smith,jane,6,2023-10-02,150,USD
-102,Jane,Smith,jane,7,2023-10-02,150,USD
-102,Jane,Smith,jane,-8,2023-10-02,150,USD
a,Jane,Smith,jane@example.com,712,2023-10-02,150,USD
6,Jane,Smith,jane@example.com,b,2023-10-02,150,USD
aaron
paul
